SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Danceability,Duration,Tempo,Title,Year, ArtistHotttnesss, SongHotttnesss
144,"SOWPHIW12A8C13554E",88201,"The Omen","ARVMZFK11F50C4A0D2","Tunsi",0.0,12.72118,84.606,"Army",0,0.31672195348599,0
145,"SOIUUCE12A6D4F7E2B",79578,"Awake","ARGVJPK1187B9909EA","Josh Groban",0.0,152.0322,91.087,"Lullaby [With Ladysmith Black Mambazo] (Album Version)",2006,0.7551499130578622,0.5407860086397724
146,"SOCOZST12A67020452",9152,"Californication","ARE8GLF1187FB52532","Red Hot Chili Peppers",0.0,269.34812,124.915,"Parallel Universe (Album Version)",1999,0.5769038155883393,0.7732927622105932
147,"SOFVUCF12A8C141ABB",312553,"On Your Sleeve","ARE0OLY1187B9AD19F","Jesse Malin",0.0,238.52363,88.011,"Walk On The Wild Side",2008,0.4585920249078077,0.4961753356732933
148,"SOBCMRK12A8AE488DF",280446,"The Beyonce Experience Live Audio","AR65K7A1187FB4DAA4","Beyoncé",0.0,419.70893,109.522,"Dangerously In Love Medley",0,0.6194314223109001,0
149,"SOFWWBL12A58A79F8C",663761,"20 Of Her Best","AR0RCMP1187FB3F427","Billie Jo Spears",0.0,124.9171,64.996,"Danny",0,0.3846110839616365,0
150,"SOSESNX12A58A77DE9",647068,"Doin' The D","ARZVJ641187FB36FA4","Alexander Zonjic",0.0,259.21261,113.41,"Little Sunflower",0,0.3839149947141444,0.49535900593455306
151,"SONXCLB12A8C138FEB",200685,"Rock'N Roll Gumbo","ARA8O8L1187B9AD61D","Professor Longhair",0.0,242.31138,143.29,"Doin' It",1985,0.40205489673447026,0
152,"SOUMYPM12A8C138F7E",98008,"Boy's Life","ARLI9NJ1187B9911FB","Vodka Collins",0.0,119.30077,151.357,"Bitches For Breakfast",0,0.4064096562655635,0.0
153,"SOHNJQL12AB018CC5C",575394,"Rude Bwoy Love (Single)","ARPGCHN1187B9A2831","Nicky B_ Naëlle",0.0,251.55873,173.974,"Rude Bwoy Love (feat. Dj Fly_ Dj Traxx_ T.Williams)",0,0.4126997646481193,0
154,"SOEZDOH12A8AE4787A",289997,"Rouge","ARQDTOS12086C11443","Fredericks_ Goldman_ Jones",0.0,344.21506,153.939,"Des Vôtres",0,0.30510121707452625,0
155,"SOFKQMW12A8C1326B5",599412,"I Ain't Gonna Be Worried No More 1929-1941","ARE2QID1187B98FA19","Sleepy John Estes",0.0,188.26404,78.498,"Down South Blues",1935,0.35303574014515915,0
156,"SONRUUU12A8C13C821",92649,"Join The Army","ARNDB1X1187B990AA0","Suicidal Tendencies",0.0,167.78404,166.09,"Looking In Your Eyes",1987,0.5261825563468479,0.5506471533741789
157,"SOLSWBA12A8C141B9A",238650,"The Italian Sessions","AR7LIU31187B98EF11","Rita Chiarelli",0.0,228.38812,99.381,"Chiove",2006,0.28805028537557953,0
158,"SORUUEV12A58A7B9FA",597365,"Twist It Babe (1931-1940)","ARFXRHR1187B98FF09","Bo Carter",0.0,162.24608,116.083,"The Law Gonna Step On You (1931)",0,0.35747040306544636,0.2524458186155055
159,"SOIGKLE12AB017B7F3",620380,"Prime Cuts_ Volume 2","ARWB3G61187FB49404","Steve Morse",0.0,342.09914,154.113,"Red Barchetta (feat. James LaBrie_ James Murphey_ Sean Malone_ Sean Reinert & David Townson)",0,0.4206925878660276,0.26586104921065007
160,"SOZPDYY12A6D4FE551",229049,"Long Way To Mexico","AREN1A11187FB527EF","Roger Creager",0.0,277.55057,80.975,"All For The Sake Of The Song",2003,0.4415590825137195,0.338886720010706
161,"SOCAZDF12A58A7AF5F",262808,"27 Christmas Classics","ARF3XJD1187FB38DE0","Cristy Lane",0.0,142.70649,120.227,"It Came Upon A Midnight Clear",0,0.3379207502523265,0
162,"SOOIPTF12A8C139366",293906,"La Calle Es Tuya?","ARZ4Y2H1187FB3C36F","Estopa",0.0,185.83465,146.051,"Apagon",0,0.3887526034036332,0.5306630301441494
163,"SOOOWIC12A6701C7E5",14312,"Young Lust: The Aerosmith Anthology","AR12F2S1187FB56EEF","Aerosmith",0.0,318.61506,232.709,"Crazy",1993,0.6107314629039089,0
164,"SOTMVUQ12A6BD53721",72070,"Doubt","AR2HXXS1187B9AF3E2","Jesus Jones",0.0,201.16853,66.246,"Nothing To Hold Me",1990,0.42062740133562165,0.45694954353714434
165,"SOCCFVI12A6D4F9646",1749,"A.B. Quintanilla III Presents Joe Lopez","ARCZN5K1187FB42CF8","Joe Lopez",0.0,199.36608,161.979,"Me Duele",2004,0.27292679689210003,0.3589765264395974
166,"SORLBRI12AB0183F0F",639449,"President Of Love","ARTWNNQ1187B9A15BC","Glen Ricks",0.0,215.74485,174.856,"For All We Know",0,0.25656217975839135,0
167,"SOLYUYS12A81C23F3A",276619,"Beethoven: Piano Sonatas 29 & 32","AR323JD1187FB483D0","Solomon",0.0,150.56934,68.742,"Piano Sonata No. 29 in B flat major Op. 106  "Hammerklavier" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto",0,0.3412658413564567,0
168,"SOJQBVB12A8C142CCE",174343,"Labor Days","AR6F6I21187FB5A3AA","Aesop Rock",0.0,236.64281,86.918,"Coma",2001,0.4773108810670025,0.6310080588180911
169,"SOSUJKM12A67ADC18D",67443,"The Platinum Collection","AR3U3G01187FB58BA7","Christie Hennessy",0.0,246.15138,143.844,"Rick's Cafe",0,0.3165494603255641,0
170,"SOWICJC12A6D4F918D",41797,"2 Em 1 (Dois Em Um)","ARV6QHT1187FB5537A","Nana Caymmi",0.0,233.24689,99.133,"Palavras",0,0.3483500222239171,0.4051157216913865
171,"SOGUAJP12AC468D88E",782401,"The Harvey Averne Dozen","AR449OQ1187B99B25E","Harvey Averne",0.0,168.93342,81.311,"Accept Me",0,0.2769974849624899,0
172,"SOESBKZ12A8C1445DA",426096,"Nineteen Naughty Nine Nature's Fury","AR1ZYLH1187B98C159","Naughty By Nature",0.0,236.95628,142.82,"Ring The Alarm",1999,0.45859540287695577,0.4634896622372766
173,"SOWYQOV12AF729E1A1",104838,"Process Of Belief","AR46CAD1187FB4D84B","Bad Religion",0.0,169.87383,166.864,"You Don't Belong",2002,0.618219159411858,0.6764671893895616
174,"SOWDRKM12AB01838C7",509547,"Obras Cumbres","AR69GPS1187B99E556","SUMO",0.0,127.05914,105.434,"Noche De Paz",1987,0.47136204988725994,0.48711219486346274
175,"SOVXEVL12A6D4FBF1D",175615,"Be Careful How You Vote","ARFZNR41187B990AF7","Sunnyland Slim",0.0,246.04689,186.511,"Midnight Jump",1994,0.33287056693742817,0.26586104921065007
176,"SOXDWAN12A8C13489B",243532,"A New Day","ARLSGLC1187B9A969B","Vana",0.0,227.082,146.606,"Village Dance",0,0.3283663003097136,0.0
177,"SOGPGIO12A81C21C22",275719,"The Secret Garden","ARLE1JH1187B9B630B","Zbigniew Preisner",0.0,87.45751,120.234,"Leaving The Docks",1993,0.49754408514922444,0.48213758506501503
178,"SONDXDP12A6D4F866C",34539,"Tales From The Ozone","ARYV1OT1187B9B4C8E","Commander Cody And His Lost Planet Airmen",0.0,161.88036,166.531,"Cajun Baby (LP Version)",1975,0.38314073102074364,0.0
179,"SOHADGT12A8C13C740",112167,"T.I. VS T.I.P.","ARBS1OC1187FB44CAF","T.I.",0.0,266.84036,87.525,"Respect This Hustle (Explicit Album Version)",0,0.8728389206241831,0.6147478837079393
180,"SOGRSAV12A6701FBBD",14297,"The Slim Shady LP","ARTH9041187FB43E1F","Eminem",0.0,242.62485,90.18,"Just Don't Give A Fuck",1998,0.8792367447378946,0.7430250397031071
181,"SOXPWVH12A8C13B68E",106348,"4 In The Morning","ARVBRGZ1187FB4675A","Gwen Stefani",0.0,294.19057,124.517,"4 In The Morning",2006,0.5328035417971383,0
182,"SOYHFNB12AB0180890",493633,"Worry a Lot","ARYJA8S1187B9AA816","The Zebras",0.0,131.68281,151.199,"Marching",2006,0.30805836253115204,0.37952332442218817
183,"SOLDPJU12A81C2281E",230683,"Discos Fuentes Salsa All Stars- La Biblia De La Salsa Vol. 1 & 2","AROSW2I1187FB44866","Sonora Carruseles",0.0,264.07138,80.672,"Que Suene Mi Campana",2000,0.36502643774220844,0
184,"SOTNMGN12A58A7A6F6",47639,"Business As Usual","ARSQDUN1187B98D7D7","EPMD",0.0,188.31628,186.393,"For My People",1990,0.45385026533052464,0.49080848763126594
185,"SOCJTQO12AB017F6AC",620181,"I Am What I Am","ARYSHWJ1187B9AD2D0","Moist",0.0,302.28853,104.989,"Floating",0,0.3205079184177614,0.2997023372149722
186,"SOOOBPU12A6D4FC54A",64161,"I_ Robot","AR9YV621187B99373E","Marco Beltrami",0.0,256.39138,79.86,"1001 Robots",2004,0.3786499789617854,0
187,"SOTXDYK12AAF3B4B9F",529619,"Teri Bandi Haan","AR1ZHYZ1187FB3C717","Faiz Ali Faiz",0.0,878.75873,89.3,"Meeran Sad Laeen Je Toon",0,0.30667609347902947,0
188,"SOCRVCC12A6D4FB91B",56789,"Informal Introduction","AR7AA2D1187B98B415","Shade Sheist / N.U.N.E. / King Arthur",0.0,262.3473,89.912,"The Urban Gospel",0,0.34613566732493495,0.0
189,"SOUUQXL12A8C1339FE",143821,"Kennedy Center Homecoming","AR1IY711187B9B0B50","The Katinas",0.0,159.26812,80.945,"One More Time (Kennedy Center Homecoming Version)",0,0.43893284954222317,0.0
190,"SOCISDR12A58A7EBF3",345794,"The Way I Feel","ARKVD621187B9B95FC","Remy Shand",0.0,250.77506,177.963,"The Second One",2002,0.3641912442304998,0
191,"SOLBVSR12AB0183E1A",462098,"Gaitas Platinum","ARJTAZU1187B990051","Maracaibo 15",0.0,171.98975,181.002,"18 De Noviembre",0,0.31470046977659827,0.2998774882739778
192,"SOBBYXE12A58A772B2",663635,"20 Hot Licks Hits","ARA6QLT1187FB4CB89","Dan Hicks",0.0,159.9473,72.357,"He Don't Care (He's Stoned)",0,0.38335705051828306,0.0
193,"SOELHNO12A8C13F09F",307189,"Aneta","ARKEZNY1187B9B7F6C","Irini Merkouri",0.0,228.33587,155.979,"Ela Edo Kardia Mou",0,0.0,0
194,"SOGDAUG12A6701F302",7851,"Coral Fang","ARN2ZKL1187FB3972B","The Distillers",0.0,129.59302,95.075,"Coral Fang (Album Version)",2003,0.48853612540190205,0.3603705827121406
195,"SOOTBSZ12A8C140223",305508,"Livetime","ARN0DMU1187FB5B63A","Daryl Hall & John Oates",0.0,216.34567,178.825,"Rich Girl",1976,0.49638114568159253,0
196,"SOAPTWU12A8C1409CB",309890,"Arc Angels","ARWV0Q11187FB4CDCE","Arc Angels",0.0,386.79465,125.787,"See What Tomorrow Brings",1992,0.34936636110900054,0.4733465411087876
197,"SOBEHXG12A8C138D22",203228,"Magic Box","AR7IYVY1187B9A2648","bel canto",0.0,78.49751,106.936,"Rumour (Abstract Hip Hop Mix)",1996,0.36825203871606266,0.34580223396532944
198,"SOVBLUQ12A81C20920",179978,"Humppakonsertto","ARWRS4D1187FB3FCD4","Elakelaiset",0.0,67.3171,116.338,"Laakista humppa",1995,0.4051434468698962,0
199,"SOFMJHO12A58A7C148",9045,"Real Talk","AR3FE581187FB3F90A","Fabolous",0.0,319.92118,90.086,"In My Hood (Explicit Album Version)",2004,0.5400077502099329,0.6706750846636746
200,"SODDJEB12A8AE479D8",234069,"Power Packed","AREWQSE1187B9AEC6C","The Jackson Southernaires",0.0,338.12853,90.846,"Somewhere In Between",0,0.31143764032728327,0
201,"SOXZVOF12AB0185AF0",508013,"Arroz Con Habichuela","AR1PNWN1187FB4A404","El Gran Combo De Puerto Rico",0.0,271.64689,192.417,"No Hay Manera",2006,0.0,0.5346552398673797
202,"SOVNUCB12A6D4F9F24",128122,"Discovering The Waterfront","AR10USD1187B99F3F1","Silverstein",0.0,208.16934,197.722,"Defend You (Album Version)",2005,0.6055071356905752,0.823777512753036
203,"SOGDJWU12A58A7DA10",53426,"In Bertolt Brecht's Baal","ARJA1841187FB3A029","David Bowie",0.0,243.06893,141.816,"Baal's Hymn",1982,0.594733860303222,0.2705834724852409
204,"SOTCLHP12AB0180336",340299,"Spunk","ARD3LXU1187B9ABFC5","Sex Pistols",0.0,190.74567,133.6,"Looking For A Kiss",1977,0.5492043838770254,0
205,"SOEBQYQ12AB0183F46",540372,"Best Of Golden Star","ARH4N0N1187FB3E1F1","Malkit Singh",0.0,430.94159,56.886,"Holli Holi Nach Kuriye",2007,0.3244308919925855,0
206,"SOSJBHK12A6D4F8092",24739,"It's A Sorry World","ARDNS031187B9924F0","Tim Wilson",0.0,123.58485,169.428,"Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live)",0,0.3499126116745628,0
207,"SOAJDNN12AB01852E5",465560,"8WM/Novakane","ARJFBZ41187FB560A0","Black Sheep",0.0,247.30077,88.264,"Novakane",0,0.47479579708807784,0
208,"SOPLSRU12AB018860D",715037,"Album","ARLPXQE1187B99066C","Bonita",0.0,288.57424,87.784,"It Could Never Be You",0,0.4270153429835595,0
209,"SOUBXDE12A8C136133",290201,"Un Galicien En Bretagne","ARCID1N1187FB51DA0","Carlos Nuñez",0.0,213.89016,162.442,"St Patrick's An Dro",2003,0.3849861165778121,0
210,"SODTNJI12A8C13AA3E",158739,"Alma_ Corazón Y Vida","ARPCDZM1187B996876","Dyango",0.0,248.16281,112.35,"Alma_ Corazón Y Vida",0,0.3450458228586553,0
211,"SOONMNI12A8C134D2D",290001,"Live","ARMSL551187FB3F4B0","K's Choice",0.0,183.09179,87.679,"God In My Bed",1998,0.45121923689083615,0
212,"SOGIUWE12A670215DC",7978,"Sessions@AOL - EP","AR6ET9I1187FB53C65","Ben Jelen",0.0,219.61098,136.217,"Come On (Sessions@AOL Version)",0,0.3779044797822591,0.21204540548371908
213,"SOAZQKU12AB0185DF3",762539,"Take It To Heart","ARHTHC01187B9B6D2A","Michael McDonald",0.0,267.83302,170.192,"Tear It Up (LP Version)",0,0.5633626935877487,0
214,"SOIWLHH12A8C13B9EE",250402,"Radioland","ARZDYBC1187B9A3142","The Cate Brothers",0.0,273.8673,113.557,"Radioland",0,0.1903461623519362,0
215,"SOAFEJH12A6D4F971F",30736,"Sound Advice / Forget Me Knots Remixes","AR2NJG71187FB5203E","Roni Size",0.0,397.08689,87.351,"Forget Me Knots (Bailey Remix)",0,0.4784907329726669,0.21508031850922793
216,"SOAHRTY12AC468AF45",699988,"The Dystopia Journals","AR3YJMO11C8A42B348","Vulture Industries",0.0,379.29751,100.078,"The Benevolent Path",2007,0.4554952888042596,0
217,"SOZOPPF12A8A9D9130",127716,"Doomed Dark Years","ARF3L8J1187B9B7866","Astarte",0.0,568.78975,128.518,"Voyage to eternal Life",1998,0.3529191836315295,0
218,"SOMCFYL12A81C239F0",277110,"Again","ART4QZC1187FB51612","Janet Jackson",0.0,232.202,130.229,"Again (Instrumental)",1993,0.5682014218067547,0.2349954061200703
219,"SOPQNJZ12A58A79564",471047,"Hey Joe","ARB1KC91187FB38B13","Carl Smith",0.0,156.55138,134.539,"If I Couldn't Hold Back The Dawn",0,0.3517177511209014,0.0
220,"SOVQYSA12A8C139616",292085,"85555","ARWF1KM1187B9908CA","Spliff",0.0,264.41098,107.965,"Heut' Nacht",1982,0.3586856662337679,0.5753196880953235
221,"SOPPWBB12AB0190513",774160,"Ba-Dop-Boom-Bang","ARMDBW21187FB37126","Grandmaster Flash",0.0,190.17098,117.535,"Underarms",1987,0.4558846785517218,0.26695518627553855
222,"SOAGRFG12AC468768A",607335,"Patamob","ARC4O5Z1187B9AE91F","Klimperei",0.0,110.10567,133.96,"Les Dépenaillés",0,0.310087326212534,0.0
223,"SOZLAER12A58A7CA05",521596,"STORIES","ARJ9DSA1187B990E00","John Mayall",0.0,262.79138,172.909,"The Witching Hour",2002,0.4052346907874076,0.0
224,"SOUNGLM12AB0187A31",574824,"Mini Monsters EP","ARZ96PB1187B98F5C9","Jars Of Clay",0.0,191.81669,128.018,"Love Me",2006,0.5755012051454431,0.34580223396532944
225,"SOZCQBJ12A8C13E811",174574,"Abrazame Fuerte","ARP2TO91187B9913EA","Angelica Maria",0.0,160.83546,81.649,"Te Necesito",0,0.3099016828429698,0
226,"SORUEDG12A8C13CFEF",117266,"Liars","ARVZWQ31187B9B8946","Liars",0.0,265.09016,143.748,"Leather Prowler",2007,0.42041261759961973,0.6085528213375102
227,"SOUSMDW12AB0181781",557613,"Toutes Les Femmes En Moi","AREMOC71187B996C2F","Lara Fabian",0.0,229.72036,106.01,"L'Amour Existe Encore",2009,0.45821074150211255,0.3943948561005826
228,"SORDRVY12AB0184281",646698,"Live In Paris","ARP06GY1187B98B0F0","Yami Bolo",0.0,219.402,85.811,"Put Down Your Weapons",2000,0.3224825778758644,0.26050600681503105
229,"SOERIII12AC468C196",688365,"Io e te per sempre","ARPHH7Z1187B9B6A3A","Franco_ Valeriana",0.0,205.50485,112.181,"Una dolce melodia",0,0.45327023630649965,0
230,"SOZWCKB12AB0186C5B",812391,"Diamond Eyes","ARXSABJ1187FB3C336","Deftones",0.0,188.26404,153.713,"Diamond Eyes (Album Version)",2010,0.6017297557100237,0.6275314670603107
231,"SOEEKOU12AB0184A31",450701,"Full Blooded Niggaz","ARSPC9J1187B9A7EA1","Ghetto Mafia",0.0,286.37995,90.049,"This Is A Stick Up",0,0.0,0
232,"SODHTCY12A58A7F125",296589,"The Diary Of Alicia Keys","AR52EZT1187B9900BF","Alicia Keys",0.0,255.99955,113.485,"Karma",2003,0.7786735791842135,0.7233486014585032
233,"SOHFGYR12A8C13AE07",113407,"20 Suosikkia / Jos vielä oot vapaa","AR6BUE51187B9B5D71","Markus",0.0,189.36118,97.103,"Vankina vapauden",0,0.34388404852562177,0
234,"SOBBQDL12A58A7A988",467088,"Sex Pistols - The Interviews","ARD3LXU1187B9ABFC5","Sex Pistols",0.0,88.73751,190.333,"100 Club 1996 ''We Love You Beatles'' - Live",0,0.5492043838770254,0
235,"SOQZNYW12A8C1411B3",307740,"I Ellada Ti Nichta 2 (Greece At Night 2)","AR15O341187B9B182C","Natassa Theodoridou",0.0,209.99791,139.423,"Sou Vazo Diskola",0,0.30318955663217473,0
236,"SOLDWJO12AB0180E63",632888,"Bumps & Grinds","ARNWJEE1187B98DB44","Frenchy",0.0,197.90322,85.515,"Baby_ It's Gonna Cost You",0,0.30814406064184013,0.0
237,"SOSTZFN12AC468E3F1",599533,"...wir geh'n schon mal vor","ARCSHW51187B9A79D2","[kaleidoskop]",0.0,320.522,144.463,"deine liebe",0,0.31105922450193013,0
238,"SOQBCSM12AC4687CDE",596889,"The Best Of The Light Of The World","ARDMPZU1187B99A472","Light Of The World",0.0,247.74485,120.444,"Pete's Crusade",1980,0.36584157406786777,0
239,"SOSICQR12A8C131756",240758,"Slidetime","AR1IY3B1187B98B384","Joanna Connor",0.0,243.66975,92.471,"Money Blues",0,0.33285651445677245,0.26586104921065007
240,"SOQBAQW12AAF3B35B8",10223,"Chronicles","ARWNGWU124207838D7","Free",0.0,229.56363,165.904,"Heartbreaker",1972,0.24973967120009483,0
241,"SOBZHHO12A8C134565",291030,"Thisia Live","AR4OHL91187B9B2EB9","Angela Dimitriou",0.0,78.70649,111.661,"To Pouli",0,0.0,0
242,"SOKMTOP12AC468980A",699533,"Emerald","ARFN4JN1187B98C627","Bedrock",0.0,501.86404,129.988,"Emerald",2004,0.39062470750071526,0
243,"SOIZHEV12A8C14138B",716669,"Sentenciados - Platinum Edition","ARWWPKQ11F4C83D8E2","Baby Rasta & Gringo",0.0,167.36608,122.701,"Yo Quiero Contigo",0,0.3553202621732783,0
244,"SOLFRNH12AB0181C7E",556943,"I've Got the World On a String","AR137UW1187B98CCBA","Charlie Byrd Trio",0.0,232.93342,173.828,"Goody Goody",0,0.17541118109433804,0
245,"SOQXAGF12A58A7BB46",109905,"Verdammtnochma!","ARB0WNP1187B9AC4AB","Samy Deluxe",0.0,237.19138,164.041,"Denk",2004,0.39345711137576006,0.5216592580484611
246,"SOFXWLP12A58A7C7B8",508268,"Everything Is Everything","ARY8UIR1187B999BFB","Azukx",0.0,438.90893,123.003,"124 Stomp",0,0.0,0
247,"SOQQWJM12AB01889D5",748904,"La Noche Del Reptil","ARUZLOS1269FCD4EF1","Reptil",0.0,220.3424,120.0,"Siempre",0,0.26702622085020095,0
248,"SOQDVLK12AB018B3A1",656234,"Criminal Class USA is Hush Hush Revolution","ARMJTYS1257509DE8D","Criminal Class USA is Hush Hush Revolution",0.0,174.18404,146.93,"Many Weapons Many Men",0,0.0,0.0
249,"SOJMXIM12A6D4FB4FC",59548,"Off The Wall - Ten Years of Wall of Sound","AR3NPVS1187FB5108F","Les Rythmes Digitales feat. Nik Kershaw",0.0,297.45587,123.829,"Sometimes",1999,0.3760663614521953,0.6999136033490833
250,"SOKKDSX12AB018866A",666530,"Parker's Birthday "Live in Texas","AROATPL1187FB48E12","UFO",0.0,1819.76771,134.531,"Electric Phase / Hot 'n' Ready / Pack It Up 'n' Go / Cherry / Out In The Street / Let It Roll / Too Hot To Handle",0,0.4533990832902461,0
251,"SOLKWBH12A6D4FCF6E",226735,"Un Recuerdo Especial","AR51YM81187B9B536C","Michael Salgado",0.0,212.63628,154.164,"Te Vas Angel Mio",0,0.31802461979507607,0
252,"SODUDOU12A8C139F69",161949,"Liar Liar","ARQMTJR1187FB42BB5","Mr Brown",0.0,147.1473,140.252,"So Say I",0,0.0,0
253,"SOBXTMM12AB018E916",813767,"The Late Great Daniel Johnston: Discovered Covered","AR6CLFP1187B9ACB94","Daniel Johnston",0.0,296.54159,106.927,"The Story Of An Artist",1982,0.4736131893753991,0
254,"SOYPMHZ12AF72A31BD",282908,"Hold Your Fire","ARMH10M1187FB4184F","Firehouse",0.0,278.12526,119.423,"Talk Of The Town",1992,0.4349760317895153,0
255,"SOXEKMY12AC468ACF1",598659,"Frequencies Fall","ARPVRUC1187FB4F1DE","Pitch Black",0.0,283.32363,118.926,"Big Trouble Upstairs",0,0.42951363980146334,0
256,"SOYLDNP12A8C13C135",296868,"The Opening Of Doors","ARIFK6X1187B9ADA44","Will Ackerman",0.0,384.60036,92.331,"A Movie Of A Placid Lake On A Moonless Night in September",1992,0.3870810844539545,0.3347065490692206
257,"SOWYRWH12A8C13B9E8",112172,"Living On The Top","ARP0VU91187B9AE375","Douglas Miller",0.0,247.09179,105.958,"You Can Make It (Album Version)",0,0.34410364569333896,0
258,"SOAJVDQ12A6D4FA38B",234413,"Twinkle Echo","ARRJNTE1187FB44E12","Casiotone For The Painfully Alone",0.0,188.94322,99.077,"Attic Room",2003,0.3942171989010042,0.6392484891503506
259,"SOVRQHI12AB018A018",751041,"Tributo a José Antonio Méndez","ARNDFTA125FEF32B22","Noemí",0.0,178.23302,88.304,"Será cuando regreses",0,0.4429681887349921,0
260,"SOUVLMO12AB018CE39",803589,"The Legend Of Floyd Jones","ARATH401187B98A7DE","YZ",0.0,267.59791,89.995,"One Thing",0,0.29040349135623356,0
261,"SOGOLHP12A8AE47A0D",138028,"Things & Other Things","ARD0FN11187B9B25CD","Bobby Darin",0.0,155.6371,108.462,"Theme From "Come September" (LP Version)",2003,0.4694259079758136,0.38293509007501925
262,"SOPBEBP12AB0181527",400019,"Take Everything","ARYXOV81187B99831D","Seventh Day Slumber",0.0,265.82159,118.62,"Famous One",2009,0.5092430986786269,0.6356300378046121
263,"SOBEDHR12A6D4F86C2",43305,"House Of Dark Shadows and Night Of Dark Shadows","ARPNJUD122BCFCB9B4","Dark Shadows",0.0,79.80363,158.389,"Carolyn & Barnabas",0,0.24251484921019165,0
264,"SOHABTD12AB0186D83",679132,"Au Féminin","ARF1NWV1187FB39A97","Najoua Belyzel",0.0,237.71383,112.965,"Ma vie n'est pas la tienne (album)",2009,0.0,0.4715782477005801
265,"SOTZGQR12A8C13718B",99054,"Furry Lewis 1927 - 1929","ARN7OQ21187FB5A6B3","Furry Lewis",0.0,151.97995,123.111,"Judge Harsh Blues (Tk. 1)",0,0.3680540387507248,0
266,"SOLGLIH12A8C13E35E",218110,"Bardo","ARGAWJY11F50C50904","Jane Winther",0.0,329.42975,76.009,"Singing  Bowls_Saxophone & Voice",0,0.3452847729883983,0
267,"SOWBDLD12A58A80B1A",577075,"In A Mellow Mood","ARSRCI71187FB59188","David Rose & His Orchestra",0.0,179.98322,84.688,"One Love",2004,0.30502458224869444,0.0
268,"SOVEWXM12AB0181FEC",369498,"Claude François_ Autrement Dit","ARWNJYQ1187FB56F25","Vincent Baguian",0.0,167.65342,88.24,"Chanson Populaire",0,0.37222988227611714,0
269,"SOPPDZH12AF72A283A",290244,"I'm Glad","AR7C6G11187B9B4C1E","Jennifer Lopez",0.0,224.39138,93.95,"I'm Glad",2002,0.560912657330455,0
270,"SOGNYHP12AF72A777F",514111,"Everlasting Love","AR2O3B51187B98CD94","Cece Winans",0.0,248.2673,95.997,"Come On Back Home",1998,0.5408325519524202,0.2707759989463275
271,"SOKHEQY12AC468B3F9",733646,"Dhammapada","ARZENOX1187B98A645","John Mayer",0.0,38.3473,121.915,"Sannyasin",1976,0.7403735157948228,0
272,"SOPVZSM12A8C13E1F1",163978,"Thelema 6","AR1OBRC1187FB59AD4","Behemoth",0.0,209.05751,156.758,"Hello Space Boy",2000,0.5504228248591988,0.5611640852053984
